algo,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank,PeerNomination,ExactDollarPartition,EDP_rank
83,2,9,8,1,9,9,7,11,12,15,18,17,16,15,15,2,12,11,9,14,13,17,18,20,21,21,17,21,21,19,1,11,8,7,20,17,19,25,20,27,26,25,27,25,25,6,12,12,9,18,16,18,21,21,26,26,25,22,25,24
84,2,8,9,3,7,6,7,14,11,17,17,15,16,16,15,2,10,6,8,16,12,17,21,20,21,20,19,17,19,17,5,18,14,5,15,13,17,24,19,27,27,27,25,26,26,5,9,12,7,10,13,18,24,20,26,26,23,24,27,24
85,0,9,9,3,13,13,7,15,12,14,17,14,16,16,15,2,5,6,2,10,11,15,18,16,19,19,17,22,21,22,1,8,6,9,19,16,18,22,23,23,23,21,22,25,23,6,15,14,10,18,14,17,22,20,23,24,24,23,24,24
86,0,9,2,3,10,8,7,15,11,12,15,13,18,16,15,1,10,9,5,14,15,14,18,16,20,20,19,21,20,20,1,12,11,8,22,17,19,23,24,25,25,26,25,24,22,5,11,9,6,16,16,23,24,19,24,25,25,27,27,25
87,0,3,4,2,10,10,10,13,10,13,15,13,16,18,14,1,10,9,2,10,9,16,20,20,19,20,18,21,22,20,2,13,12,3,14,13,14,22,18,24,24,25,25,25,25,4,10,13,9,18,19,15,20,17,20,23,20,28,27,26
88,0,6,4,2,11,5,9,15,13,14,14,12,17,16,15,2,8,8,4,17,11,18,20,19,20,20,19,23,22,21,1,11,8,5,17,15,21,23,22,22,25,24,26,26,25,3,11,11,8,15,11,17,21,22,21,24,22,26,26,25
89,3,8,8,4,13,10,10,14,11,13,16,13,16,17,16,2,10,9,4,14,10,12,17,16,21,19,18,22,21,22,8,16,14,13,18,16,14,22,19,24,25,24,22,25,23,5,16,14,5,14,12,13,21,16,25,26,22,24,26,24
90,0,8,2,0,6,6,10,16,16,15,17,15,17,18,17,2,11,11,4,15,12,15,20,14,19,19,17,22,23,21,5,14,15,5,14,10,13,20,20,21,25,23,24,25,24,3,11,12,4,15,11,18,22,19,21,24,24,26,27,25
91,1,5,5,5,13,10,11,14,12,12,15,12,15,16,17,1,11,9,4,13,15,9,17,15,21,21,22,21,22,20,2,11,12,8,13,16,12,22,17,23,25,24,26,23,24,3,10,7,11,16,16,13,16,14,21,24,23,24,23,25
92,0,7,7,0,8,7,6,16,13,14,18,16,19,16,16,2,9,7,6,14,11,13,19,15,19,20,19,21,21,19,2,9,8,5,16,12,22,23,22,22,24,23,25,25,24,4,15,10,8,15,15,12,20,18,24,24,22,24,26,24
93,2,7,5,1,9,7,5,12,10,15,16,15,15,15,14,2,7,7,7,15,11,10,16,13,17,21,17,20,20,20,7,12,10,7,17,15,15,25,18,21,24,23,27,27,26,6,13,13,6,13,9,20,24,23,21,24,23,27,26,26
94,1,5,4,5,13,11,7,13,9,15,18,16,16,16,14,4,8,10,2,12,9,14,17,15,14,18,16,23,22,20,1,12,10,8,19,19,15,22,20,23,25,25,27,27,27,7,11,12,11,14,16,16,24,21,21,25,23,27,26,26
95,1,6,6,2,10,6,9,16,13,14,16,15,14,14,12,2,12,11,7,13,14,10,19,18,18,21,17,22,21,20,5,13,13,7,16,18,18,23,22,22,25,22,26,25,25,6,8,11,8,18,16,18,23,20,23,26,25,25,26,25
96,0,9,10,0,9,10,9,13,13,11,15,13,17,17,15,3,8,9,5,17,14,12,17,16,17,19,18,22,22,21,5,11,9,5,15,13,14,22,19,24,27,25,23,25,25,5,12,12,9,13,10,20,21,21,26,28,26,21,24,23
97,0,6,2,3,12,10,10,14,12,15,15,13,17,17,13,1,9,7,7,17,14,8,17,12,18,22,18,23,21,20,3,8,9,8,16,15,16,23,22,24,26,24,22,26,23,6,13,10,10,15,11,16,24,22,22,23,23,22,24,23
98,0,9,8,3,8,11,8,15,13,12,15,13,15,16,14,1,5,3,5,12,11,14,19,14,21,22,21,22,21,20,3,14,12,6,16,15,20,24,23,25,25,24,26,26,24,5,10,13,9,18,18,19,20,20,25,27,23,22,24,25
99,1,7,3,1,8,6,8,16,12,13,17,16,16,17,15,2,7,8,4,13,13,15,20,20,17,20,19,22,22,22,7,15,15,8,19,16,19,22,19,27,27,23,23,24,23,8,13,14,7,17,15,16,23,20,22,24,22,27,27,26
100,1,5,3,2,12,10,10,16,12,14,16,16,16,17,14,1,8,9,9,15,16,13,19,17,20,19,18,22,21,21,3,12,11,14,21,19,16,23,18,25,25,24,26,24,24,2,12,10,11,16,17,17,21,21,25,26,25,24,25,25
101,0,8,6,2,9,6,10,16,13,14,18,14,16,17,16,2,7,6,9,16,16,16,20,17,18,20,20,21,20,20,4,10,12,9,15,17,18,21,20,24,24,24,25,25,22,4,11,7,9,17,15,19,22,20,23,24,22,26,26,24
102,2,9,6,3,11,9,8,14,12,12,15,11,16,17,15,2,7,6,5,15,13,15,21,17,18,20,19,22,23,23,4,11,12,6,18,19,16,23,22,25,25,21,27,27,26,9,14,18,9,17,16,19,22,22,21,24,26,19,21,22
103,2,8,8,1,12,10,11,16,13,14,17,15,15,16,16,3,11,11,4,12,12,12,16,18,17,19,16,22,21,19,3,11,10,8,17,17,19,23,21,25,27,27,23,24,22,5,11,13,6,15,14,19,22,21,21,24,22,21,23,24
104,2,7,8,5,15,13,10,16,13,14,16,16,14,17,13,0,6,7,3,12,7,13,19,14,20,23,23,23,22,22,4,13,13,5,14,15,18,23,20,25,25,23,24,24,23,5,11,9,7,15,9,19,23,24,22,24,24,24,24,25
105,2,8,7,2,10,8,8,13,13,17,16,13,17,16,15,4,10,11,8,14,13,12,18,17,20,22,20,19,19,19,4,12,10,12,18,17,16,23,21,25,25,22,23,24,25,4,11,13,6,15,11,21,23,22,23,27,23,27,27,27
106,4,9,8,3,10,11,9,15,11,17,15,14,15,15,14,0,9,8,6,14,14,10,20,13,20,20,17,20,21,19,6,13,13,10,16,13,15,24,21,21,23,19,25,25,25,3,8,10,6,13,14,21,23,23,25,27,25,23,24,24
107,2,9,7,4,12,6,8,14,11,12,15,13,16,17,15,4,13,10,10,14,14,11,17,14,17,22,19,22,21,19,3,13,9,8,19,17,21,25,25,27,26,27,25,26,23,8,13,14,7,12,12,13,20,20,26,27,25,25,26,24
108,1,7,5,2,10,9,7,15,9,14,16,13,16,17,15,5,10,12,10,17,13,18,20,18,18,19,18,20,19,19,5,13,11,5,15,12,22,21,20,23,25,23,22,24,24,2,8,11,13,17,15,16,21,20,22,24,24,25,26,25
109,0,8,4,6,13,12,14,16,15,17,16,14,18,18,17,3,7,8,6,15,12,15,19,19,20,22,20,21,22,21,3,14,11,12,18,19,19,24,21,20,23,21,27,26,23,3,11,9,6,18,16,15,20,20,22,23,25,28,26,23
110,0,6,6,3,9,8,12,17,12,13,15,13,16,16,16,3,7,8,5,17,14,9,18,12,19,22,20,20,21,19,1,11,11,6,12,13,18,23,21,25,27,25,22,24,24,4,10,9,6,13,8,14,17,15,22,26,24,24,25,23
111,1,7,6,4,12,10,11,14,12,17,17,13,17,17,17,2,3,5,4,13,10,16,18,17,22,21,19,21,22,19,5,11,13,5,15,13,22,25,23,21,25,22,29,27,27,2,10,9,8,17,16,13,20,16,23,26,25,24,25,23
112,3,5,4,4,12,12,8,13,10,15,14,14,17,16,15,0,10,9,7,16,12,13,18,15,15,20,20,21,21,21,2,9,9,8,18,16,15,21,22,24,25,23,27,26,23,2,11,14,10,19,15,16,23,19,23,23,23,24,25,25
113,0,5,7,3,9,10,11,15,15,12,14,12,13,14,13,2,8,7,4,14,11,15,17,14,22,20,20,22,20,17,6,13,15,8,16,14,21,24,20,25,27,27,27,26,26,7,13,11,12,16,14,16,23,19,21,24,23,25,24,28
114,0,6,4,4,14,10,12,15,13,16,16,16,16,15,13,5,12,12,4,16,9,10,19,15,22,23,21,22,23,21,3,13,13,11,18,20,15,23,20,24,26,23,25,25,24,7,11,13,7,15,14,16,23,17,21,24,22,26,23,23
115,2,7,10,5,11,12,6,14,10,15,15,14,15,16,13,2,12,9,7,14,13,14,20,20,21,21,17,19,19,20,7,12,12,5,15,15,17,21,20,23,24,27,27,26,24,3,11,12,8,16,15,18,21,24,27,25,23,21,24,25
116,0,6,6,3,11,10,9,16,13,12,15,11,14,16,15,2,6,4,4,13,13,15,19,20,16,19,18,19,19,19,3,14,11,8,19,16,24,24,22,23,25,22,25,26,24,1,11,7,7,16,15,21,22,23,24,26,21,25,26,26
117,3,9,9,3,9,8,8,15,11,14,14,14,15,15,14,0,14,6,6,15,14,17,19,18,21,19,18,22,20,18,3,8,9,6,19,18,16,21,18,23,25,24,27,26,27,2,9,10,8,16,16,21,23,22,22,25,24,26,26,25
118,1,7,6,1,9,7,13,17,13,15,16,14,18,17,17,4,14,11,6,14,14,14,19,16,21,21,20,23,21,20,2,15,11,10,18,14,17,23,20,23,25,24,27,26,25,2,9,9,6,15,15,18,25,24,24,26,23,25,26,24
119,0,5,5,1,8,8,8,13,13,15,18,15,17,19,16,1,8,7,5,14,14,13,19,17,17,19,17,20,20,20,5,10,11,7,17,17,17,22,21,22,25,24,24,26,25,3,10,12,5,13,13,14,24,21,25,26,24,25,25,24
120,1,8,7,2,9,4,9,17,12,17,17,15,17,17,16,2,7,5,3,10,12,11,17,16,20,21,19,21,21,21,4,13,10,6,16,14,14,18,17,24,26,25,27,26,23,3,8,9,11,17,16,16,21,19,22,23,22,25,26,25
121,0,11,4,6,11,7,9,14,9,16,16,14,16,16,16,1,9,11,4,12,11,12,18,16,20,21,19,19,19,20,4,10,12,10,18,16,23,24,22,23,28,23,20,23,24,7,13,11,6,12,11,17,22,23,20,23,22,28,27,26
122,0,9,8,4,13,10,8,12,10,16,16,16,15,18,16,1,10,10,8,13,15,12,18,15,19,21,20,22,22,22,5,11,11,7,18,17,15,24,20,23,24,25,25,25,22,5,12,10,6,14,12,17,24,20,26,26,23,25,25,24
123,1,5,7,4,10,9,10,14,13,16,19,16,14,15,15,1,9,7,5,14,9,13,17,14,18,20,20,20,21,19,1,9,10,11,17,18,16,21,19,23,25,24,26,25,26,5,10,9,4,19,15,14,20,17,23,24,23,26,23,23
124,0,6,5,3,11,12,9,14,10,14,17,15,16,17,15,2,8,4,6,14,15,13,18,15,19,21,20,19,20,20,4,15,14,10,16,14,22,24,23,23,25,25,25,25,24,4,12,12,8,15,14,13,22,19,22,26,26,24,26,24
125,0,10,6,2,10,8,7,15,10,13,16,13,17,15,15,2,7,6,7,17,15,11,16,15,19,20,16,20,20,20,6,17,16,8,14,13,17,21,16,23,25,24,26,28,28,3,11,11,14,22,17,17,19,19,24,24,24,24,26,24
126,0,6,6,4,9,7,14,16,14,14,16,14,18,18,14,3,13,8,3,15,14,9,16,14,19,21,20,21,21,16,2,13,10,5,15,15,14,23,19,23,23,22,26,25,24,4,7,9,8,15,16,17,23,22,25,25,25,27,25,23
127,1,7,6,4,10,8,8,13,11,15,17,15,16,17,16,2,9,10,6,14,13,12,18,19,19,20,17,22,22,19,0,10,8,12,19,15,15,24,22,25,27,25,25,25,24,8,13,13,9,17,14,14,20,18,26,27,24,25,27,26
128,1,8,8,3,11,10,7,14,9,15,16,14,17,17,15,5,11,9,4,8,10,16,18,19,17,21,17,19,20,19,3,14,12,12,20,19,18,22,22,22,23,23,24,25,23,4,13,11,12,17,16,19,22,20,21,24,21,26,25,24
129,0,7,8,4,12,9,9,12,13,14,16,16,13,14,13,1,6,5,9,13,13,11,19,18,21,21,19,20,21,21,2,11,11,6,15,14,16,21,20,22,23,22,26,27,26,8,15,13,9,19,19,14,20,21,24,25,26,27,26,26
130,0,4,5,4,10,10,7,16,12,14,16,14,14,14,14,1,8,11,4,11,11,16,21,17,20,21,18,18,19,18,3,12,11,5,14,11,16,19,19,25,23,20,26,25,25,4,10,10,10,17,11,19,22,23,21,26,22,22,22,22
131,0,6,4,0,10,9,10,15,13,13,15,12,15,16,14,2,10,5,5,14,12,18,22,18,19,19,17,20,20,18,3,13,11,6,15,15,19,24,20,22,26,25,21,22,23,0,7,6,11,17,17,20,24,24,23,25,22,27,26,25
132,1,6,4,4,14,10,8,14,12,15,16,15,17,18,16,4,12,9,5,14,14,10,14,15,17,19,19,24,23,21,2,14,10,11,19,18,16,21,19,25,26,25,26,26,25,7,13,12,4,13,14,19,23,20,22,25,23,26,27,27
133,1,6,6,4,10,8,12,16,15,12,14,10,15,16,15,3,12,9,5,16,15,13,21,16,18,20,20,20,20,19,3,15,9,9,17,17,20,24,20,25,26,24,28,24,25,4,8,10,7,17,16,14,21,21,22,24,23,27,27,25
134,0,9,4,3,13,9,8,14,13,14,16,16,15,16,14,0,7,9,8,16,14,12,15,13,18,18,16,21,21,19,4,13,12,9,20,16,20,24,22,21,23,23,29,28,27,1,12,10,8,17,19,15,20,19,21,23,21,23,25,24
135,3,8,5,7,12,11,12,16,12,13,17,16,16,17,15,2,11,6,4,13,13,13,19,17,18,18,16,24,21,21,4,14,13,9,16,14,15,20,22,23,26,24,25,24,25,5,12,11,10,17,15,12,20,18,22,24,23,24,24,24
136,0,9,5,4,14,11,13,17,14,11,13,12,18,18,17,2,8,7,4,10,11,13,16,17,18,20,20,19,22,23,4,14,11,10,18,16,22,26,26,23,24,21,25,24,25,4,8,8,4,14,11,15,19,17,21,22,22,26,27,25
137,0,7,7,6,13,9,10,16,14,14,15,11,15,15,15,2,7,8,7,14,13,13,19,18,17,19,18,21,21,20,3,9,8,10,20,18,19,23,19,23,23,23,25,25,24,4,13,12,9,15,17,17,23,21,21,21,22,25,25,23
138,1,10,9,2,8,8,10,16,14,13,18,15,14,16,17,2,8,7,4,13,8,11,17,15,20,20,17,19,21,18,2,13,14,10,20,20,18,21,20,24,25,24,25,25,24,4,11,10,5,14,12,16,20,21,22,22,21,26,27,27
139,3,9,9,0,10,6,7,13,11,15,16,13,19,17,16,2,9,11,7,15,12,9,18,13,22,21,20,20,20,17,4,10,9,8,19,19,22,24,22,21,25,25,23,25,22,0,4,6,10,17,14,15,22,19,22,25,25,25,26,25
140,1,5,6,2,13,7,10,16,15,12,16,12,16,17,17,0,6,6,5,15,13,13,17,16,21,21,17,21,20,21,4,13,9,13,17,18,18,23,21,24,24,24,26,26,23,2,12,11,13,18,17,17,23,18,25,24,23,22,24,24
141,0,6,4,3,12,10,8,13,11,15,17,15,16,17,15,5,13,11,8,15,15,12,19,13,22,21,20,21,20,19,3,12,10,7,13,13,19,23,23,22,24,23,24,24,25,5,14,13,10,18,15,18,22,20,17,20,20,22,23,21
142,0,6,4,4,11,12,9,16,14,14,15,15,16,17,14,4,9,8,4,15,14,16,21,20,21,22,19,20,20,18,2,14,12,5,16,14,13,20,20,26,27,24,25,25,23,1,8,10,4,12,11,12,20,22,23,25,23,26,26,23
143,1,7,6,3,12,6,7,16,14,15,18,16,16,17,16,4,7,6,7,12,11,17,20,17,19,21,17,19,21,18,4,11,13,6,18,13,18,22,20,24,25,23,23,23,23,4,12,12,8,12,13,11,20,19,20,24,22,25,25,25
144,1,6,4,2,8,7,7,16,14,13,17,14,18,17,15,1,9,6,5,14,11,10,16,14,18,19,20,20,21,19,2,10,10,9,18,16,15,22,20,20,22,22,27,26,27,8,13,12,9,18,16,17,21,20,21,23,21,25,25,25
145,0,8,5,2,11,9,6,14,11,15,15,14,14,15,13,2,11,10,9,15,13,9,17,14,17,19,18,21,20,18,6,12,11,12,19,18,16,22,19,23,24,23,28,27,26,5,11,10,7,16,16,17,21,20,18,23,24,26,24,22
146,2,10,9,2,7,5,10,14,11,18,17,14,16,17,16,3,12,9,4,12,13,12,18,17,21,22,20,22,21,20,1,7,5,10,19,16,16,23,18,24,25,21,26,25,24,5,9,10,9,15,17,17,22,21,22,23,21,24,24,23
147,0,9,3,4,10,8,7,15,15,16,16,14,15,17,14,4,9,7,6,15,13,7,15,15,23,21,20,22,20,21,2,12,9,10,21,22,21,25,24,27,26,25,28,28,26,4,12,11,8,16,15,18,25,24,24,25,24,25,25,24
148,4,8,6,6,13,9,14,15,11,14,13,13,18,19,18,1,13,12,7,12,11,11,18,16,20,22,19,20,22,20,7,11,14,8,19,18,17,23,21,26,25,27,24,25,24,3,10,8,5,15,14,17,20,19,24,25,19,22,24,24
149,0,7,4,1,9,6,9,15,10,15,17,16,16,15,14,3,8,10,4,12,13,14,19,15,21,21,17,23,22,19,4,11,11,8,15,14,17,23,21,25,25,26,25,25,25,2,10,9,6,15,16,18,22,18,24,25,24,23,23,26
150,2,9,7,3,11,9,11,15,14,14,15,12,16,16,15,4,10,11,2,12,9,10,18,16,22,22,20,20,20,18,2,7,10,10,17,18,17,24,22,26,27,27,27,27,24,6,11,13,8,15,13,16,22,22,23,24,25,24,26,25
151,1,7,5,6,11,9,11,15,13,14,15,15,15,16,14,0,7,8,5,9,9,14,19,15,17,19,17,23,22,21,3,12,10,8,19,17,14,19,22,26,28,26,24,25,27,6,9,10,7,15,13,18,20,23,18,22,21,22,24,23
152,0,4,5,3,11,9,8,15,12,13,17,12,15,16,16,1,11,12,7,14,11,11,17,15,22,20,20,20,20,17,2,16,16,11,18,16,16,22,19,18,24,19,26,27,25,4,10,9,10,13,11,17,21,20,26,26,22,24,24,25
153,1,6,6,3,9,7,8,13,10,17,18,15,18,17,16,0,9,12,5,16,13,19,19,18,18,19,20,21,22,21,4,15,11,11,23,21,20,24,23,23,27,26,25,24,24,2,11,10,9,17,18,17,20,19,26,28,26,27,26,25
154,3,9,8,3,14,8,5,12,11,12,16,14,13,16,12,6,11,13,1,14,12,13,21,18,16,18,17,20,18,18,3,10,9,12,18,18,20,25,23,21,23,23,27,27,24,4,10,9,7,13,14,15,22,18,25,27,26,24,23,24
155,1,5,3,5,12,8,9,13,12,17,17,15,17,17,16,2,9,8,9,15,15,14,19,17,22,21,21,20,20,20,5,13,12,9,17,16,18,21,18,21,24,20,28,27,27,6,12,15,10,19,19,16,19,16,22,25,21,24,26,25
156,2,6,3,4,11,7,11,17,14,14,16,14,18,17,17,4,12,13,5,19,14,11,17,16,16,17,14,21,23,23,3,12,8,8,14,13,16,25,22,24,24,22,24,24,26,5,12,10,7,17,15,17,19,20,21,25,24,23,24,24
157,0,4,3,3,10,10,7,14,13,14,17,13,15,16,14,3,10,10,7,15,13,12,18,16,20,21,19,21,21,19,3,4,10,12,20,19,15,23,18,25,23,23,24,23,22,3,14,11,9,16,15,16,20,18,19,22,21,23,24,20
158,1,7,6,3,9,9,6,12,11,12,16,14,18,18,17,4,8,9,6,15,13,17,19,19,19,21,19,23,22,22,5,12,13,8,16,15,22,25,24,23,25,21,25,26,25,3,14,12,11,16,15,13,22,18,21,26,23,25,26,25
159,1,8,6,2,10,7,10,15,11,12,14,12,15,15,15,3,10,8,8,16,15,17,18,17,19,22,19,20,21,21,4,13,11,7,14,14,19,24,21,23,25,24,26,26,26,6,13,13,9,14,14,15,25,21,23,24,21,19,20,22
160,0,9,7,4,11,6,6,16,12,14,16,14,16,17,16,3,9,11,5,13,13,15,20,16,20,20,19,23,21,21,4,11,14,6,13,12,19,20,19,22,26,25,26,26,26,2,10,9,7,15,14,16,21,18,21,24,20,23,25,25
161,0,9,8,4,13,10,8,15,12,14,16,13,18,18,18,3,12,6,3,11,11,14,18,16,20,22,20,19,20,20,5,13,14,9,19,17,18,22,23,25,25,25,26,26,26,4,15,12,8,14,14,21,25,21,23,25,23,23,26,24
162,0,7,5,2,8,6,9,15,13,14,16,14,16,16,16,2,8,6,3,14,12,14,19,18,20,21,21,20,20,20,7,13,13,8,21,16,16,24,20,23,25,23,25,26,25,3,11,8,12,19,18,15,23,20,24,24,23,26,26,24
163,1,7,5,4,8,5,8,15,10,15,15,16,16,16,15,1,10,9,9,15,14,13,18,14,21,21,20,21,21,21,4,8,11,12,22,20,16,24,22,17,25,23,26,28,26,5,10,8,7,15,15,17,20,18,24,26,24,23,24,24
164,1,10,9,3,8,7,8,13,13,12,15,13,18,16,14,3,9,6,6,14,14,19,21,18,19,21,19,19,21,19,3,11,9,11,20,17,15,21,18,20,26,23,26,26,23,5,11,17,7,16,13,20,23,21,24,25,25,23,25,25
165,1,8,6,1,10,7,8,15,12,15,17,15,16,16,14,3,11,11,4,16,15,17,19,17,22,22,19,20,20,20,4,12,12,11,19,16,18,24,21,22,24,24,26,25,23,3,12,11,11,16,16,18,25,21,22,25,23,24,25,25
166,0,4,5,2,14,11,3,15,10,16,17,15,17,16,15,3,9,10,5,14,13,13,16,15,21,22,19,21,21,19,5,12,12,11,19,19,22,26,24,20,24,22,27,26,24,4,13,11,6,14,14,14,23,21,24,25,23,25,25,25
167,0,8,6,3,12,8,8,13,12,16,17,17,13,16,15,4,9,8,8,16,15,13,18,17,18,20,17,23,22,20,3,11,8,12,19,21,21,25,21,26,26,23,25,24,23,4,14,12,8,16,14,11,18,18,22,22,20,26,24,22
168,2,11,7,3,12,13,3,17,13,18,17,15,16,17,15,4,9,9,3,14,10,15,20,15,21,22,22,19,21,20,6,13,12,9,17,16,17,23,23,21,25,22,23,25,23,4,12,8,7,14,16,19,23,18,23,26,26,21,24,25
169,1,7,5,2,10,8,8,15,11,14,17,14,13,14,13,4,9,12,5,15,11,16,18,17,21,21,20,23,21,22,5,14,11,8,19,15,15,21,18,22,26,23,26,26,24,2,11,9,7,13,10,21,24,23,21,24,24,26,26,24
170,0,6,5,1,13,9,9,13,8,17,18,15,15,15,14,2,5,5,4,14,12,15,19,15,19,20,20,21,20,19,4,11,10,5,18,14,16,24,22,26,24,22,28,27,26,6,11,10,12,20,16,15,21,20,24,26,25,23,24,24
171,0,2,3,3,12,8,8,14,12,16,17,15,17,16,13,2,8,6,7,12,14,15,20,19,20,22,19,20,21,22,5,14,10,11,21,18,16,24,20,25,25,25,27,26,24,4,15,14,6,16,15,16,25,20,23,24,23,25,26,23
172,2,7,5,0,6,5,12,15,11,14,17,15,17,18,17,5,10,8,7,16,14,17,20,19,19,20,19,21,21,18,5,12,12,6,19,19,22,24,21,24,25,24,27,26,27,7,16,16,7,13,13,13,19,22,21,23,22,23,24,25
173,1,6,6,5,12,10,13,14,12,16,18,15,16,17,15,1,8,6,5,14,14,11,19,13,17,18,17,21,20,20,4,12,12,7,15,14,18,20,16,25,25,27,25,27,26,3,13,11,11,16,16,15,20,19,23,24,25,26,27,22
174,1,7,4,0,10,8,7,16,10,12,15,14,15,15,14,4,11,9,4,10,11,11,16,11,19,19,17,22,22,21,5,13,9,10,19,18,16,22,22,22,23,24,25,25,22,4,10,11,8,19,16,16,21,22,20,24,21,24,27,24
175,0,6,5,3,10,6,13,16,12,14,14,15,18,17,15,0,11,7,5,15,14,14,18,19,18,20,17,21,20,19,4,9,12,6,17,16,18,24,21,23,22,22,25,24,25,5,15,8,9,17,20,18,23,21,24,25,21,26,26,24
176,0,7,6,1,11,7,11,18,14,13,16,14,17,18,18,4,9,9,8,15,15,14,17,16,23,21,19,19,19,20,5,13,12,3,14,12,12,21,18,23,25,23,21,24,22,3,13,10,11,17,16,15,20,20,23,26,26,26,27,26
177,0,9,8,7,13,13,5,14,9,14,17,14,16,17,15,4,13,11,6,16,12,16,21,19,19,21,17,21,21,18,2,10,9,13,18,17,12,21,22,23,25,21,24,24,23,4,7,10,5,14,11,13,18,19,24,26,26,25,26,26
178,1,8,6,3,10,8,6,13,13,12,14,10,18,16,13,4,9,12,8,17,15,12,20,15,18,19,17,22,23,21,3,12,8,10,20,18,17,22,22,24,24,23,25,26,26,7,15,12,5,13,12,17,22,20,22,23,22,22,25,25
179,0,5,4,3,7,5,10,14,13,17,16,13,15,16,15,4,12,10,4,13,12,15,21,17,20,19,17,22,23,22,9,12,12,8,16,16,15,25,22,24,25,24,25,25,23,3,9,10,7,14,16,15,21,17,19,23,22,27,26,26
180,0,7,4,3,12,11,11,14,8,13,16,14,18,18,16,3,11,7,3,11,10,15,17,19,20,20,19,20,21,20,3,16,13,10,19,18,13,23,19,25,23,22,27,26,27,4,13,14,9,17,15,18,22,19,23,25,24,25,27,27
181,1,7,7,8,13,12,9,17,14,16,15,13,16,16,16,3,9,7,8,15,15,17,18,20,19,20,19,22,22,19,3,8,9,15,22,21,17,26,23,21,22,23,27,26,25,1,8,7,8,14,15,18,22,23,25,26,24,25,24,25
182,0,7,5,4,8,6,5,14,9,15,16,14,17,16,16,3,11,9,6,13,14,10,18,15,18,20,17,20,19,17,3,13,15,7,14,14,19,24,23,22,24,22,25,26,26,7,13,11,5,12,14,15,22,21,20,22,22,25,25,25
183,1,9,6,7,12,10,9,16,13,15,16,12,16,16,15,3,11,9,1,10,7,14,17,14,20,20,19,20,20,22,4,12,9,5,14,17,11,20,16,23,24,22,24,25,24,3,16,11,6,18,16,16,23,20,23,26,27,24,25,25
184,2,8,5,3,10,8,7,16,12,15,17,14,18,18,14,2,11,7,7,13,12,18,21,21,18,17,18,22,22,21,2,14,13,17,22,21,20,24,23,22,26,26,26,25,25,4,9,8,4,11,11,19,23,21,24,25,23,26,25,24
185,1,4,3,3,12,11,11,14,12,14,17,16,17,16,15,3,10,9,5,14,16,15,22,18,19,22,19,22,22,20,7,14,12,6,18,15,18,22,21,23,25,25,24,23,23,1,6,5,11,19,16,16,23,19,22,25,24,25,24,25
186,2,9,6,2,11,8,6,12,11,14,14,14,13,15,14,2,8,6,6,13,11,15,19,16,21,21,19,23,22,19,3,13,11,9,19,16,18,20,19,22,24,20,25,26,25,5,8,8,8,16,14,18,22,20,23,25,23,26,26,25
187,1,5,6,5,7,10,12,16,10,16,15,14,17,17,16,2,6,6,3,12,10,15,20,17,22,21,19,21,21,20,5,10,10,7,18,17,16,23,17,24,24,22,26,24,24,2,8,9,9,16,13,16,19,16,22,25,22,27,27,25
188,0,6,3,3,10,8,8,17,12,13,16,15,16,16,14,0,8,8,3,14,11,12,18,17,18,19,16,17,20,20,3,11,10,10,17,16,15,21,21,22,24,23,23,26,23,7,12,11,7,18,17,16,22,20,24,26,25,24,25,22
189,1,9,6,0,12,8,11,15,12,17,18,16,16,17,15,2,9,10,5,14,10,12,16,17,18,21,17,21,21,21,4,15,10,9,19,16,17,23,18,25,25,22,23,26,23,7,13,12,8,19,16,20,25,23,23,22,20,26,27,25
190,1,8,8,3,12,10,10,15,11,13,15,13,18,16,11,5,11,8,6,12,11,14,19,18,21,21,19,23,20,19,3,11,11,10,21,17,15,23,20,23,26,24,22,24,24,2,10,13,7,15,14,19,22,21,27,26,26,24,23,24
191,1,6,5,6,13,10,6,13,11,15,14,12,14,17,14,3,9,8,1,9,8,14,20,16,16,18,20,20,20,19,4,15,14,9,18,20,21,25,23,23,25,23,26,27,25,6,12,10,7,12,14,15,22,20,25,26,25,24,23,23
192,0,11,6,2,8,8,8,15,11,16,17,15,17,15,15,1,9,11,6,14,12,16,21,18,21,22,20,19,20,19,2,12,8,11,20,17,11,21,20,21,26,23,23,23,24,3,15,12,5,13,9,11,21,21,22,25,24,25,26,22
